"RT_problem","RT_response","Retrieval","Transformation","block","correct","correct_response","cur_problem","datetime","experiment_file","fix_dur","practice","problem_type","response","subject_nr","time_feedback","time_fixation","time_fixation_end","time_keypad","time_problem","trial"
"1536","998","minimal","one","3","1","8","x - 2 = 6","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","552","no","2","8","1","1130186","1127082","1131183","1129179","1127641","167"
"3209","798","minimal","one","3","1","3","x - 2 = 1","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","496","no","2","3","1","1136729","1132210","1137727","1135923","1132712","168"
"2736","1902","two","two","3","1","4","3x - 3 = 9","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","576","no","5","4","1","1143987","1138755","1144984","1142075","1139337","169"
"740","613","one","one","3","0","8","5x = 40","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","464","no","4","4","1","1147841","1146011","1148838","1147220","1146477","170"
"5000","0","one","one","3","0","3","3x = 9","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","435","no","4","None","1","1155322","1149868","1156319","1147220","1150309","171"
"2261","1102","minimal","one","3","1","6","x - 4 = 2","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","500","no","2","6","1","1161226","1157349","1162223","1160115","1157852","172"
"5001","0","two","two","3","0","7","4x + 8 = 36","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","585","no","5","None","1","1168850","1163253","1169847","1160115","1163840","173"
"1215","630","minimal","one","3","1","1","x + 7 = 8","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","403","no","2","1","1","1173138","1170876","1174135","1172499","1171282","174"
"2193","526","two","two","3","1","1","6x + 5 = 11","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","489","no","5","1","1","1178386","1175165","1179383","1177850","1175656","175"
"3817","774","two","two","3","1","5","9x + 3 = 48","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","478","no","5","5","1","1185482","1180400","1186479","1184699","1180880","176"
"1264","646","minimal","one","3","1","2","x + 6 = 8","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","414","no","2","2","1","1189841","1187504","1190838","1189187","1187921","177"
"1305","910","minimal","one","3","1","4","x - 3 = 1","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","415","no","2","4","1","1194513","1191870","1195510","1193595","1192288","178"
"1107","918","minimal","one","3","1","9","x + 1 = 10","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","547","no","2","9","1","1199122","1196536","1200119","1198195","1197086","179"
"1264","1622","minimal","one","3","0","6","x - 3 = 3","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","456","no","2","9","1","1204506","1201147","1205503","1202875","1201609","180"
"2345","806","two","two","3","1","3","2x + 8 = 14","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","517","no","5","3","1","1210213","1206527","1211210","1209395","1207048","181"
"1263","789","one","one","3","1","8","7x = 56","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","421","no","4","8","1","1214729","1212241","1215726","1213931","1212666","182"
"1225","622","minimal","one","3","1","1","x + 3 = 4","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","484","no","2","1","1","1219099","1216753","1220097","1218467","1217240","183"
"1071","1022","minimal","one","3","1","5","x + 1 = 6","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","398","no","2","5","1","1223637","1221128","1224634","1222603","1221530","184"
"872","854","one","one","3","1","4","8x = 32","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","479","no","4","4","1","1227874","1225656","1228871","1227011","1226137","185"
"859","781","one","one","3","1","7","3x = 21","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","459","no","4","7","1","1232010","1229894","1233007","1231219","1230358","186"
"736","559","one","one","3","1","1","6x = 6","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","485","no","4","1","1","1235825","1234033","1236822","1235258","1234521","187"
"2375","558","two","two","3","1","1","7x + 8 = 15","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","449","no","5","1","1","1241241","1237845","1242239","1240675","1238298","188"
"745","918","minimal","one","3","1","3","x + 4 = 7","Fri Oct 18 10:36:59 2024","Algebra-3.osexp","456","no","2","3","1","1245401","1243267","1246398","1244475","1243728","189"
